dist_id,correctness,reaction_time,nb_sac,peak_amplitude,burst_duration,slope,mt,toresp_sum,partial_error,partial_correct
0,0,846.9797999132425,4.0,0.0029143397995414,0.9419999999999932,5.1124710102660125e-05,0.0660000000000025,0.0210417906495094,0,1
0,0,1089.1369001474231,3.0,0.0015422069447471,0.3979999999999961,5.131320560441995e-07,0.1409999999999911,0.0267186105938742,0,0
3,1,1092.7854001056403,6.0,0.0022729047591701,0.3369999999999891,0.0001726532015417,0.0579999999999927,0.0264242773130173,0,0
0,1,1022.2734999842942,2.0,0.0011895946385576,0.414999999999992,7.318843836223401e-05,0.1059999999999945,0.0245556440451481,0,0
1,1,1161.5520000923425,4.0,0.0028543568176518,0.4620000000000033,4.787797811680304e-05,0.1380000000000052,0.039346524621675,0,0
0,1,891.483600018546,2.0,0.0008768015982655,0.4890000000000043,7.750043154763915e-05,0.0769999999999981,0.0185986868888195,0,0
0,0,1065.5775999184698,4.0,0.0002872752794433,0.1150000000000091,8.034476629624684e-06,0.0650000000000119,0.003534882794092,0,0
0,1,733.93450002186,3.0,0.0026479437731084,0.4930000000000092,1.2846629450827233e-05,0.0859999999999985,0.0219377606692731,0,0
0,1,1193.738300120458,2.0,0.0006164629438882,0.1629999999999967,4.032308684245815e-05,0.0900000000000034,0.0063022162768253,0,0
0,1,936.7020998615772,3.0,0.0012386055471931,0.4599999999999937,3.41715691433772e-05,0.0679999999999978,0.0218540029584673,0,0
0,1,875.5153999663889,1.0,0.0018805966391503,0.5860000000000127,4.289549062006533e-05,0.2369999999999947,0.0496610400679944,0,0
0,1,940.5121998861432,4.0,0.0080360838097595,0.3340000000000032,5.290085732400468e-05,0.1170000000000186,0.0292058307242664,0,0
1,1,1048.4639001078904,3.0,0.0010857346490534,0.4679999999999893,7.669673915398747e-05,0.0689999999999884,0.0225482083935481,0,0
1,0,939.5281998440624,2.0,0.0023132862442662,0.4039999999999963,2.937109996713758e-05,0.1409999999999911,0.0229972651830352,0,0
0,1,1179.4463000260291,3.0,0.0004208952125441,0.1749999999999829,2.842956736780092e-05,0.0660000000000025,0.0059817343783143,0,0
3,1,760.683000087738,2.0,0.0004462512671636,0.1779999999999972,3.143200418943515e-05,0.079999999999984,0.0077354156166983,0,0
0,1,668.4673000127077,2.0,0.0016530388627414,0.3790000000000191,1.961911035284785e-05,0.0800000000000125,0.0205344119849063,0,0
0,1,829.692899947986,5.0,0.0018305488022468,0.3520000000000038,6.378190440851487e-05,0.0770000000000266,0.0253702210171917,0,1
0,1,782.6086999848485,1.0,0.0026801986061105,0.3990000000000009,1.0810736364012351e-05,0.0690000000000168,0.0187032916727957,0,0
0,1,1075.2363000065088,2.0,0.0003926332257514,0.1200000000000045,2.306121078253753e-05,0.0629999999999881,0.0054160498789782,0,0
0,1,965.320099843666,2.0,0.0013588896697502,0.4600000000000079,1.429626515814445e-05,0.0760000000000218,0.0179350143252006,0,0
0,1,1003.9025000296532,4.0,0.0020966164180029,0.4549999999999841,5.517707309576744e-05,0.1219999999999856,0.0414053763352952,0,0
1,1,884.3998999800533,3.0,0.002027309998953,0.4199999999999875,9.707677967742752e-05,0.1019999999999754,0.0324243057713021,0,1
0,1,873.106500133872,6.0,0.00144055135095,0.3470000000000084,4.551121197367812e-05,0.0720000000000027,0.0199927673207975,0,0
3,1,946.2590999901296,3.0,0.0005643455736226,0.132000000000005,2.988849752564849e-05,0.0580000000000211,0.0056237951946172,0,0
0,1,786.5384998731315,3.0,0.0004225596009238,0.1409999999999911,3.569508599040727e-05,0.0740000000000122,0.0084999222667266,0,0
3,1,1030.458600027487,4.0,0.0004945604995822,0.1620000000000061,4.009471056051432e-05,0.0670000000000072,0.0051637136919171,0,0
3,1,967.7922001574188,3.0,0.0306435563768771,0.4299999999999784,6.567148831301382e-05,0.0559999999999831,0.0089972427478088,0,0
0,1,1167.572200065479,3.0,0.0364610345933473,0.4279999999999972,0.0001209724996624,0.0549999999999784,0.0091479759717878,1,0
3,1,775.4583000205457,3.0,0.0357431153792279,0.3689999999999998,7.561548891757578e-05,0.0219999999999913,0.0030269951622428,0,0
0,1,874.7568000108004,5.0,0.001249844343484,0.3810000000000002,7.148275886997129e-05,0.0759999999999934,0.0256430702977279,0,0
0,1,946.9157999847084,3.0,0.0035195770627732,0.5790000000000077,3.4992425248998104e-05,0.2060000000000172,0.0260061326868632,0,0
2,1,1022.365199867636,3.0,0.0005975749768762,0.1770000000000209,7.122781988403919e-05,0.0570000000000163,0.0104377181745666,1,0
1,1,1136.856900062412,6.0,0.0027096245801306,0.4279999999999972,5.838517127184461e-05,0.1630000000000109,0.0483382582939246,1,0
3,1,1184.6703998744488,6.0,0.0030766968693558,0.3480000000000132,0.000120173739604,0.0790000000000077,0.0227267398937245,0,0
3,1,871.7533000744879,4.0,0.001472833184063,0.3729999999999904,3.244646194079484e-05,0.1099999999999568,0.0296564813078772,0,0
2,1,787.0622000191361,2.0,0.0009674088845314,0.4669999999999845,8.943601067696906e-05,0.1440000000000054,0.0273484228172461,0,0
1,1,858.9956001378596,3.0,0.0030034799893851,0.4560000000000173,2.159577030535061e-05,0.0970000000000368,0.0234888173182863,0,0
0,1,1008.6767000611871,3.0,0.0051441800556985,0.4120000000000345,2.3644772636194708e-05,0.1380000000000336,0.0310595099848963,1,0
0,1,742.7080001216382,4.0,0.001967807114574,0.4150000000000204,2.1882933561634693e-05,0.125,0.0246256896094028,0,0
2,1,1127.608200069517,7.0,0.002835019725996,0.3940000000000054,0.0001318357069776,0.0849999999999795,0.0172597154914721,1,0
3,1,724.0509998518974,2.0,0.0018488232864404,0.382000000000005,7.679758246110558e-05,0.0829999999999699,0.0195804205261102,1,0
0,1,663.4891000576317,3.0,0.0277117489510025,0.3940000000000054,7.822777754118539e-05,0.0510000000000445,0.0065533135880116,0,0
3,1,1018.8006998505444,4.0,0.0008819063709982,0.3650000000000091,1.2871724276486988e-05,0.093999999999994,0.0163337325133185,0,0
0,1,671.4343000203371,3.0,0.0266429900063004,0.3810000000000286,2.4731211674217096e-05,0.0769999999999981,0.009322179883152,0,0
0,1,748.5205000266433,1.0,0.0029718679420097,0.4989999999999668,1.844125952512787e-05,0.1069999999999709,0.0169999602885949,0,0
3,1,1027.1805999800565,5.0,0.0273988466758038,0.4289999999999736,0.0001135019203333,0.0349999999999681,0.0085756573203368,0,0
0,1,675.8886999450624,3.0,0.0285385894455891,0.2379999999999995,0.0001000514782438,0.0500000000000113,0.0082952375142467,0,0
0,1,884.7362999804318,3.0,0.0326121434278516,0.4060000000000059,0.0001892161292876,0.0450000000000159,0.0105691881183909,1,0
0,1,944.2093998659402,2.0,0.0014728433593119,0.3990000000000009,0.0001587221631645,0.0699999999999931,0.019002686843965,0,1
0,1,804.3180000968277,3.0,0.0299855885268389,0.4490000000000123,0.0001859511986007,0.0450000000000159,0.0103525745204758,0,0
0,1,868.2814999483526,2.0,0.0014401230233162,0.4209999999999922,0.0001298033614988,0.1059999999999945,0.0195413268409788,0,0
0,1,1069.409699877724,3.0,0.0017548671253208,0.8599999999999568,0.000572994653945,0.2909999999999968,0.0898238095102455,0,0
0,1,747.412099968642,2.0,0.0036979832457283,0.4189999999999827,3.746596837873108e-05,0.0579999999999927,0.0162424609621848,0,0
1,1,956.7957001272588,5.0,0.0289742459762729,0.3500000000000227,0.0003221066813785,0.16700000000003,0.0956810154042533,0,0
0,0,1060.457200044766,4.0,0.035371654541282,0.5869999999999891,0.0001003375548314,0.0749999999999886,0.0111653035835474,1,0
3,1,970.883599948138,3.0,0.0057039116813364,0.42999999999995,2.0416606905934907e-05,0.2039999999999509,0.0788729822137057,1,0
1,1,755.6594000197947,4.0,0.0032613480226713,0.4620000000000459,3.827230508783748e-05,0.0819999999999936,0.0168496164520509,0,0
2,1,984.696100000292,5.0,0.0327051592904858,0.4379999999999882,0.0002258601124667,0.0470000000000254,0.0243358671481587,0,0
3,0,963.1611001677812,4.0,0.0272984461776345,0.2319999999999709,0.0001177366634016,0.0539999999999736,0.0110916507252628,0,1
0,0,705.1511001773179,2.0,0.0031696749148251,0.4560000000000173,2.739927708550661e-05,0.1020000000000322,0.0226014107472858,0,0
2,0,868.1331998668611,4.0,0.0015480340669243,0.3999999999999772,7.353119823428998e-05,0.0919999999999845,0.0206097728711416,0,1
1,0,1171.3790001813322,5.0,0.001724037763404,0.3779999999999859,7.653411463628074e-05,0.0930000000000177,0.0271316769958848,0,0
2,1,899.2864000611007,4.0,0.0037011895995405,0.4599999999999795,9.202729023043154e-05,0.1820000000000163,0.0588655583627988,0,0
0,1,1175.180800026283,4.0,0.0350192887830522,0.3719999999999572,0.0002087061811013,0.0399999999999636,0.0097840608144851,0,1
3,1,916.3317999336869,5.0,0.033741877496364,0.3919999999999959,0.0001488753801487,0.0369999999999777,0.0072006051844223,0,0
3,1,917.9241000674664,4.0,0.0235813734219082,0.353999999999985,0.0002010276608945,0.0369999999999777,0.0077385351945707,0,0
1,1,751.8760999664664,3.0,0.0343832036259232,0.3849999999999909,7.338023750851865e-05,0.0470000000000254,0.0075059389357092,0,0
2,1,887.7042001113296,3.0,0.0020000092941878,0.4429999999999836,5.558277332300678e-05,0.1449999999999818,0.0183641968571359,0,0
2,1,838.910800172016,3.0,0.0020833399439012,0.3829999999999813,6.658730132568708e-05,0.086999999999989,0.0192730638320245,0,0
1,1,829.284599982202,2.0,0.0018891644155922,0.3770000000000095,0.000272945002044,0.0649999999999977,0.027850250575473,0,0
1,1,776.9389001186937,2.0,0.0026891595524415,0.4169999999999731,0.0001007937773901,0.079999999999984,0.0283807605770171,0,0
1,1,848.0533000547439,3.0,0.0022518799245667,0.353999999999985,8.32696028135256e-05,0.0949999999999704,0.023956129998908,0,1
0,1,861.5606999956071,3.0,0.0229540210425393,0.2200000000000272,8.447414746042255e-05,0.0489999999999781,0.0058436895510974,1,0
3,0,850.5166999530047,4.0,0.019962903852076,0.214999999999975,1.8676530924709384e-05,0.0649999999999977,0.1066605388042585,0,0
1,1,789.9966000113636,2.0,0.0203806782727851,0.4080000000000154,6.928073364594784e-06,0.2379999999999995,0.0888652801443571,0,0
0,1,843.4484999161214,3.0,0.0187204270836367,0.4330000000000495,0.0001691748187095,0.2120000000000459,0.0640620905796692,0,0
2,1,887.0462998747826,3.0,0.0024348284263197,0.4890000000000327,4.036088656483977e-05,0.1480000000000245,0.0457026912355735,0,0
1,1,770.4874000046402,3.0,0.0019548711770805,0.3670000000000186,0.0002113116403832,0.0840000000000031,0.0326162430131631,0,0
0,1,823.8471001386642,6.0,0.0027719124604357,0.3909999999999627,0.0003393933536759,0.065999999999974,0.0207611698569537,0,0
3,1,1059.744199970737,5.0,0.017869541078438,0.2320000000000277,5.545266046529608e-05,0.0389999999999872,0.0054323883911688,0,1
0,1,821.2786999065429,3.0,0.0146662554947271,0.2440000000000282,8.690618988424847e-05,0.0610000000000354,0.0113674156983534,0,1
0,1,649.9584000557661,4.0,0.0174794328328968,0.3959999999999581,3.3267003590845054e-05,0.2019999999999981,0.099877162527404,0,0
1,1,833.7904999498278,3.0,0.0017730046575676,0.2649999999999863,0.0002361739131539,0.0850000000000363,0.0338576610355792,1,0
0,1,839.1058000270277,3.0,0.0140528702500626,0.1849999999999454,0.000131882510768,0.0499999999999545,0.094992844968524,0,0
0,1,841.3273000624031,4.0,0.0154586618771854,0.1129999999999427,0.0001787853530823,0.0639999999999645,0.2130249685832226,0,0
0,1,699.2025999352336,3.0,0.0024767265672657,0.2440000000000282,0.0003949960683752,0.2169999999999845,0.1619613270320849,1,0
0,1,1063.5045999661088,2.0,0.0161878643550441,0.1480000000000245,9.366324003672512e-05,0.0489999999999781,0.0662458957580533,0,0
0,1,934.3126001767814,3.0,0.0012047162776521,0.4009999999999536,3.236389103913076e-05,0.086999999999989,0.0221893715290572,1,0
1,1,923.285499913618,3.0,0.0012332308053612,0.4500000000000455,8.701275717022992e-05,0.0779999999999745,0.021136067944544,1,0
